[INFO] 23:37:22:379 Discordiador/(13472:13472): soy un log
[INFO] 23:37:24:513 Discordiador/(13479:13479): soy un log
[INFO] 23:38:46:356 Discordiador/(13702:13702): soy un log
[INFO] 23:41:39:775 Discordiador/(14111:14111): 127.0.0.1
[INFO] 23:41:58:942 Discordiador/(14154:14154): 127.0.0.1
[INFO] 23:42:15:93 Discordiador/(14201:14201): 127.0.0.1
[INFO] 23:42:41:371 Discordiador/(14295:14295): 127.0.0.1
[INFO] 23:43:19:389 Discordiador/(14393:14393): 127.0.0.1
[INFO] 23:43:46:631 Discordiador/(14454:14454): 127.0.0.1
[INFO] 23:43:57:408 Discordiador/(14491:14491): 127.0.0.1
[INFO] 23:43:57:409 Discordiador/(14491:14491): 127.0.0.1
[INFO] 23:43:57:409 Discordiador/(14491:14491): RR
[INFO] 23:46:27:952 Discordiador/(14683:14683): 127.0.0.1
[INFO] 23:46:27:953 Discordiador/(14683:14683): 127.0.0.1
[INFO] 23:46:27:953 Discordiador/(14683:14683): RR
[INFO] 23:54:45:852 Discordiador/(15430:15430): 127.0.0.1
[INFO] 23:54:45:853 Discordiador/(15430:15430): 127.0.0.1
[INFO] 23:54:45:853 Discordiador/(15430:15430): RR
[INFO] 23:54:45:853 Discordiador/(15430:15430): 5001
[INFO] 23:55:18:344 Discordiador/(15488:15488): 127.0.0.1
[INFO] 23:55:18:344 Discordiador/(15488:15488): 127.0.0.1
[INFO] 23:55:18:344 Discordiador/(15488:15488): RR
[INFO] 23:55:18:344 Discordiador/(15488:15488): 5001
[INFO] 23:55:18:345 Discordiador/(15488:15488): 5001
[INFO] 23:55:18:345 Discordiador/(15488:15488): 2
[INFO] 23:55:18:345 Discordiador/(15488:15488): 3
[INFO] 23:55:18:345 Discordiador/(15488:15488): 20
[INFO] 23:55:18:345 Discordiador/(15488:15488): 1
[INFO] 23:56:16:130 Discordiador/(15584:15584): 127.0.0.1
[INFO] 23:56:16:138 Discordiador/(15584:15584): 127.0.0.1
[INFO] 23:56:16:139 Discordiador/(15584:15584): RR
[INFO] 23:56:16:139 Discordiador/(15584:15584): 5001
[INFO] 23:56:16:139 Discordiador/(15584:15584): 5001
[INFO] 23:56:16:139 Discordiador/(15584:15584): 2
[INFO] 23:56:16:139 Discordiador/(15584:15584): 3
[INFO] 23:56:16:139 Discordiador/(15584:15584): 20
[INFO] 23:56:16:139 Discordiador/(15584:15584): 1
[INFO] 23:58:02:3 Discordiador/(15707:15707): 127.0.0.1
[INFO] 23:58:02:3 Discordiador/(15707:15707): 127.0.0.1
[INFO] 23:58:02:3 Discordiador/(15707:15707): RR
[INFO] 23:58:02:4 Discordiador/(15707:15707): 5001
[INFO] 23:58:02:4 Discordiador/(15707:15707): 5001
[INFO] 23:58:02:4 Discordiador/(15707:15707): 2
[INFO] 23:58:02:4 Discordiador/(15707:15707): 3
[INFO] 23:58:02:4 Discordiador/(15707:15707): 20
[INFO] 23:58:02:4 Discordiador/(15707:15707): 1
